directory,artifact,directory_readme,local_explanation,same_name_explanation,covered,importance
09_论文输出/09_word导出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/dqn_results_draft.docx,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/README_Word导出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/Word导出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/dqn_results_draft.docx.explanation.md,True,core
09_论文输出/09_word导出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/evidence_table_preview.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/README_Word导出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/Word导出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/evidence_table_preview.png.explanation.md,True,core
09_论文输出/09_word导出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/policy_comparison_table.png,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/README_Word导出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/Word导出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/policy_comparison_table.png.explanation.md,True,core
09_论文输出/09_word导出,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/Word导出解释_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/README_Word导出解释.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/09_论文输出/09_word导出/Word导出解释_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/artifact_explanation_index.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/code_explanations.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/figure_explanations.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/model_output_explanations.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/result_interpretation_guide.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/table_explanations.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
10_输出解释与索引,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/README_总索引说明.md,outputs/工作包/20260426_2317_输出解释就地化修正与DQN代码深度说明补强/10_输出解释与索引/总索引说明_local.md,,True,support
