path,type,size_bytes,last_write_time,recommendation,risk_level,reason,requires_user_confirmation
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/05_模型与实验,historical_run_package,0,2026-04-26 18:57:33,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/06_配置参数,historical_run_package,2144,2026-04-26 19:04:39,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/07_日志与错误,historical_run_package,488,2026-04-26 19:09:57,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/08_代码快照,historical_run_package,63796,2026-04-26 19:09:45,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/09_论文输出,historical_run_package,578,2026-04-26 19:04:39,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/00_输入说明,historical_run_package,192,2026-04-26 20:03:23,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/01_数据输出,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/02_表格输出,historical_run_package,114460,2026-04-26 20:03:23,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/03_图表输出,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/04_报告输出,historical_run_package,18616,2026-04-26 20:03:23,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/05_模型与实验,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/06_配置参数,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/07_日志与错误,historical_run_package,99,2026-04-26 20:03:23,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/08_代码快照,historical_run_package,19111,2026-04-26 20:03:08,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/09_论文输出,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/09_论文输出/04_结果,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/09_论文输出/09_word导出,historical_run_package,0,2026-04-26 20:00:26,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/09_论文输出/zotero_sidecar_notes,historical_run_package,335,2026-04-26 19:04:39,candidate_requires_explicit_selection,medium,historical run package; likely old output but may be unique provenance,yes
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/04_报告输出/peanut_dqn_auto_training_report.md,duplicate_by_sha256,947,2026-04-26 18:30:50,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file reports/项目级索引与摘要/peanut_dqn_auto_training_report.md; sha256=0b98eb990c3243c3d338ee22e95e8774a62fcb8c54f11dcf4dedcc41556e70dc,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/04_报告输出/peanut_moe_edi_external_parameter_matching_report.md,duplicate_by_sha256,6919,2026-04-24 21:32:10,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file reports/项目级索引与摘要/peanut_moe_edi_external_parameter_matching_report.md; sha256=f9b9324be0c75b0c414e3d2c818a582056913aedb8b35724ab168947b94e760f,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/04_报告输出/peanut_pre_dqn_readiness_after_moe_edi.md,duplicate_by_sha256,1981,2026-04-24 21:32:10,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file reports/项目级索引与摘要/peanut_pre_dqn_readiness_after_moe_edi.md; sha256=332b24b25f4bd3988c06bd2cd3a85c3da66607ade72595005afc0f85c6893f96,yes
outputs/工作包/20260424_2244_全工作目录整理与规范化/04_报告输出/project_whole_workspace_organization_report.md,duplicate_by_sha256,8990,2026-04-24 22:44:05,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file reports/项目级索引与摘要/project_whole_workspace_organization_report.md; sha256=b8b162cd65338d6deb9592608eb0f4ab883087ec89786d7e758d2f91b0cdb2e0,yes
outputs/工作包/20260424_2357_工作流任务包机制重构/04_报告输出/workflow_run_package_restructure_report.md,duplicate_by_sha256,4199,2026-04-24 23:57:49,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file reports/项目级索引与摘要/workflow_run_package_restructure_report.md; sha256=db530f98c5b5efc679d1482e53d4adb657d9e314a0afb55580e7669f6a9ad930,yes
outputs/工作包/20260425_0020_全工作流目录重构与去重/04_报告输出/workflow_workspace_cleanup_report.md,duplicate_by_sha256,5988,2026-04-25 00:23:40,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file reports/项目级索引与摘要/workflow_workspace_cleanup_report.md; sha256=16c0b8126a789ec8b32b62801746008869587f3ba8d502ba9274fa0a1fbdf0b6,yes
experiments/experiment_registry.csv,duplicate_by_sha256,420,2026-04-26 18:30:50,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file experiments/experiment_ledger.csv; sha256=fe4cbab9b12e7a19638b0d115236b370832b7156bd8f50d992d7e0290bf8ae56,yes
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验/peanut_dqn_auto_model.pt,duplicate_by_sha256,54741,2026-04-26 18:27:57,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file experiments/optimization/peanut_dqn_auto_model.pt; sha256=56ab4dbc2532b0cfce65c585777504b1f1395be8d54cc79bb6e5d707380bf9a0,yes
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/01_数据输出/peanut_dqn_auto_policy.csv,duplicate_by_sha256,243717,2026-04-26 18:27:53,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file experiments/optimization/peanut_dqn_auto_policy.csv; sha256=9ffe026578b5de077e179d4fe3095a86f8cdfde7f3ca3aba174f6eaaa07e5eb4,yes
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/02_表格输出/peanut_dqn_auto_policy_comparison.csv,duplicate_by_sha256,649,2026-04-26 18:27:57,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file experiments/optimization/peanut_dqn_auto_policy_comparison.csv; sha256=f09f72516be93eaec4f59bb88cc6ca9bb789053ac67074e3bc1012eacff6273b,yes
experiments/optimization/peanut_dqn_auto_training_metrics.csv,duplicate_by_sha256,15036,2026-04-26 18:27:53,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验/peanut_dqn_auto_training_log.csv; sha256=49f1aa0320daef263a3d5d6d84bd357d261f61a3999b1965ce4d5abdaa4b80df,yes
outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/02_表格输出/peanut_dqn_auto_training_metrics.csv,duplicate_by_sha256,15036,2026-04-26 18:27:53,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_1746_全流程验收与DQN自动参数训练/05_模型与实验/peanut_dqn_auto_training_log.csv; sha256=49f1aa0320daef263a3d5d6d84bd357d261f61a3999b1965ce4d5abdaa4b80df,yes
outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/04_报告输出/指定清理报告.md,duplicate_by_sha256,9308,2026-04-26 20:03:23,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_2000_指定清理与DQN修正版继续实验/04_报告输出/指定清理候选扫描报告.md; sha256=e11de1f6121c6db0029c8b435b3658630b725f43b1e6a7ba205c2ad25371ed02,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/external_validation_plugin_approval_queue.csv,duplicate_by_sha256,1534,2026-04-26 19:12:22,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/approval_required_external_tools.csv; sha256=20e60ab66729a00c3ce01445dc91e847f7825565c7778b844cd53edab1036b2b,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/validation_skill_search_results.csv,duplicate_by_sha256,2975,2026-04-26 19:12:22,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/quality_validation_tool_evaluation_matrix.csv; sha256=5737055ed157dd78a14c722af8e7af1f25344802e1fa041089b05ba77437fd40,yes
outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/quality_validation_skill_candidates.csv,duplicate_by_sha256,2975,2026-04-26 19:12:22,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_1857_科研质量核验_顶级文献对标_工作流强化/02_表格输出/quality_validation_tool_evaluation_matrix.csv; sha256=5737055ed157dd78a14c722af8e7af1f25344802e1fa041089b05ba77437fd40,yes
outputs/工作包/20260426_1702_工作流自我升级机制构建/04_报告输出/workflow_self_improvement_github_scout_report.md,duplicate_by_sha256,922,2026-04-26 17:06:44,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260426_1702_工作流自我升级机制构建/04_报告输出/github_skill_scout_findings.md; sha256=1bc9127a8475126a37b6f7eca0323ef5e4a62c23c046b5a2c0f10e4a9248eba1,yes
outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/06_配置参数/dqn_model_spec_from_research_plan.yaml,duplicate_by_sha256,63124,2026-04-25 12:13:52,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260425_1157_DQN文档驱动建模准备与参数确认/06_配置参数/dqn_model_spec_from_document.yaml; sha256=96cd5cc2b7c5e4faa37693e11b6185b3646328b12f7f7f02ce8cf0eaf14579ca,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_belief_mdp_state_features_with_moe_edi.csv,duplicate_by_sha256,3070125,2026-04-24 21:32:10,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_belief_mdp_state_features_with_moe_edi.csv; sha256=73fdfb65201f55928c2c71290a9f913119fb4aa7a90476bfc367e7ebcee66125,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_bmdl_parameter_table.csv,duplicate_by_sha256,657,2026-04-24 21:32:08,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_bmdl_parameter_table.csv; sha256=ec85435082e17706cc583d760b1da9ca76f6d8f647e25021079b64fda8eba670,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_consumption_parameter_table.csv,duplicate_by_sha256,51023,2026-04-24 21:32:08,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_consumption_parameter_table.csv; sha256=ba6534032f5377dfc1fc8cba5ec9f32bad3ca69410d8a53c74d2471db70ee44b,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_edi_moe_risk_summary.csv,duplicate_by_sha256,40648,2026-04-24 21:32:08,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_edi_moe_risk_summary.csv; sha256=f85671e95e12cc98d732c83733c69e9a375cd66dd7258445b1427e3a542a1da3,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_edi_moe_risk_table.csv,duplicate_by_sha256,276390,2026-04-24 21:32:08,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_edi_moe_risk_table.csv; sha256=726715a308ed9a0d61b7863da0b423251770dc1c4766b1d5363675059029767a,yes
outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/02_表格输出/peanut_population_parameter_table.csv,duplicate_by_sha256,45484,2026-04-24 21:32:08,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2132_MOE_EDI外部参数匹配/01_数据输出/peanut_population_parameter_table.csv; sha256=a8c41006d289f38c90659dd418a59ffef4021b69ac7f0defaf59a8ba6bf31806,yes
outputs/工作包/20260424_1908_PEANUT数据清洗与风险底座/04_报告输出/peanut_data_quality_summary.csv,duplicate_by_sha256,401,2026-04-24 20:48:43,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2049_PEANUT上游查验与浓度修复/07_日志与错误/peanut_cleaning_issue_log.csv; sha256=262a4e91a9c919f4f1916cb4126a60f2b5a5f2b4a760a5b97c439dd53a3aabde,yes
outputs/工作包/20260424_2048_BetaBinomial信念更新/01_数据输出/peanut_beta_binomial_belief_states.csv,duplicate_by_sha256,2366094,2026-04-24 20:48:43,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_2048_BetaBinomial信念更新/01_数据输出/peanut_belief_mdp_state_features.csv; sha256=a53c2d0eb9a0477cad564673fa77f8c301052338a847a73885fb36263ad5bbc1,yes
outputs/工作包/20260424_1908_PEANUT数据清洗与风险底座/07_日志与错误/peanut_workflow_run_summary.json,duplicate_by_sha256,1986,2026-04-24 19:08:40,candidate_requires_explicit_selection,medium,duplicate hash with newer/kept file outputs/工作包/20260424_1908_PEANUT数据清洗与风险底座/04_报告输出/peanut_workflow_run_summary.json; sha256=436400eb2bf0b4faab38a676ab4bc40c6914d03b09057970ba8b5566704a8c21,yes
